Species;Otdel;N;B;Date;Horizon;Station
Skeletonema sp.;Bacil;529965.00;305.26;2015-10-06;2;Балка_фоновая
Thalassionema frauenfeldii;Bacil;561.00;5.71;2015-10-06;2;Балка_фоновая
Thalassionema nitzschioides;Bacil;1544.00;6.86;2015-10-06;2;Балка_фоновая
Thalassiosira sp. (d=32);Bacil;9684.00;77.84;2015-10-06;2;Балка_фоновая
Gyrodinium falcatum;Dino;3088.00;14.58;2015-10-06;2;Балка_фоновая
Oblea rotundata;Dino;140.00;0.66;2015-10-06;2;Балка_фоновая
Protoperidinium conicum;Dino;421.00;51.48;2015-10-06;2;Балка_фоновая
Protoperidinium steinii;Dino;140.00;0.11;2015-10-06;2;Балка_фоновая
Prorocentrum micans;Dino;281.00;3.31;2015-10-06;2;Балка_фоновая
Scrippsiella trochoidea;Dino;140.00;0.84;2015-10-06;2;Балка_фоновая
Chaetoceros didymus;Bacil;4772.00;8.10;2015-10-06;5;Балка_фоновая
Coscinodiscus sp.;Bacil;5333.00;666.67;2015-10-06;5;Балка_фоновая
Ceratoneis closterium;Bacil;24702.00;13.61;2015-10-06;5;Балка_фоновая
Diploneis smithii;Bacil;281.00;1.19;2015-10-06;5;Балка_фоновая
Ditylum brightwellii;Bacil;1263.00;59.99;2015-10-06;5;Балка_фоновая
Navicula transitans var. derasa;Bacil;2386.00;3.60;2015-10-06;5;Балка_фоновая
Navicula directa;Bacil;561.00;1.05;2015-10-06;5;Балка_фоновая
Pseudo–nitzschia delicatissima;Bacil;2807.00;0.28;2015-10-06;5;Балка_фоновая
Pseudo–nitzschia multistriata;Bacil;19368.00;26.67;2015-10-06;5;Балка_фоновая
Pleurosigma formosum;Bacil;1684.00;101.05;2015-10-06;5;Балка_фоновая
Dactyliosolen fragilissimus;Bacil;3789.00;53.66;2015-10-06;5;Балка_фоновая
Skeletonema sp.;Bacil;1185684.00;682.95;2015-10-06;5;Балка_фоновая
Thalassionema frauenfeldii;Bacil;4772.00;48.55;2015-10-06;5;Балка_фоновая
Thalassiosira sp. (d=32);Bacil;8561.00;68.82;2015-10-06;5;Балка_фоновая
Ceratium fusus;Dino;140.00;4.85;2015-10-06;5;Балка_фоновая
Gyrodinium falcatum;Dino;1965.00;9.28;2015-10-06;5;Балка_фоновая
Oblea rotundata;Dino;561.00;2.65;2015-10-06;5;Балка_фоновая
Prorocentrum micans;Dino;140.00;1.66;2015-10-06;5;Балка_фоновая
Prorocentrum triestinum;Dino;140.00;0.19;2015-10-06;5;Балка_фоновая
Dictyocha fibula;Chry;1351.00;129.07;2015-10-20;0;Балка_фоновая
Chaetoceros didymus;Bacil;491.00;0.83;2015-10-20;0;Балка_фоновая
Coscinodiscus sp.;Bacil;368.00;46.05;2015-10-20;0;Балка_фоновая
Ceratoneis closterium;Bacil;3316.00;1.83;2015-10-20;0;Балка_фоновая
Ditylum brightwellii;Bacil;1596.00;75.83;2015-10-20;0;Балка_фоновая
Grammatophora marina;Bacil;123.00;1.34;2015-10-20;0;Балка_фоновая
Hemiaulus hauckii;Bacil;246.00;2.28;2015-10-20;0;Балка_фоновая
Navicula directa;Bacil;123.00;0.23;2015-10-20;0;Балка_фоновая
Pseudo–nitzschia delicatissima;Bacil;491.00;0.05;2015-10-20;0;Балка_фоновая
Pseudo–nitzschia multistriata;Bacil;5772.00;7.95;2015-10-20;0;Балка_фоновая
Dactyliosolen fragilissimus;Bacil;10316.00;146.06;2015-10-20;0;Балка_фоновая
Rhizosolenia setigera;Bacil;30456.00;1490.43;2015-10-20;0;Балка_фоновая
Skeletonema sp.;Bacil;95298.00;54.89;2015-10-20;0;Балка_фоновая
Thalassionema frauenfeldii;Bacil;5158.00;52.47;2015-10-20;0;Балка_фоновая
Thalassionema nitzschioides;Bacil;119860.00;532.90;2015-10-20;0;Балка_фоновая
Thalassiosira sp. (d=32);Bacil;5895.00;47.38;2015-10-20;0;Балка_фоновая
Ceratium fusus;Dino;246.00;8.48;2015-10-20;0;Балка_фоновая
Dinophysis rotundata;Dino;123.00;1.46;2015-10-20;0;Балка_фоновая
Karenia mikimotoi;Dino;123.00;0.50;2015-10-20;0;Балка_фоновая
Gyrodinium spirale;Dino;123.00;13.61;2015-10-20;0;Балка_фоновая
Heterocapsa triquetra;Dino;123.00;0.46;2015-10-20;0;Балка_фоновая
Oblea rotundata;Dino;4053.00;19.14;2015-10-20;0;Балка_фоновая
Protoperidinium bipes;Dino;123.00;0.32;2015-10-20;0;Балка_фоновая
Protoperidinium minutum;Dino;368.00;6.05;2015-10-20;0;Балка_фоновая
Protoperidinium pellucidum;Dino;491.00;4.42;2015-10-20;0;Балка_фоновая
Protoperidinium thorianum;Dino;368.00;23.14;2015-10-20;0;Балка_фоновая
Prorocentrum micans;Dino;123.00;1.45;2015-10-20;0;Балка_фоновая
Prorocentrum minimum;Dino;368.00;0.48;2015-10-20;0;Балка_фоновая
Prorocentrum triestinum;Dino;1965.00;2.71;2015-10-20;0;Балка_фоновая
Dictyocha fibula;Chry;1544.00;147.51;2015-10-20;2;Балка_фоновая
Octactis octonaria;Chry;140.00;0.35;2015-10-20;2;Балка_фоновая
Chaetoceros decipiens;Bacil;1825.00;15.54;2015-10-20;2;Балка_фоновая
Cocconeis scutellum;Bacil;281.00;0.37;2015-10-20;2;Балка_фоновая
Coscinodiscus sp.;Bacil;3930.00;491.23;2015-10-20;2;Балка_фоновая
Ceratoneis closterium;Bacil;6877.00;3.79;2015-10-20;2;Балка_фоновая
Ditylum brightwellii;Bacil;8140.00;386.63;2015-10-20;2;Балка_фоновая
Hemiaulus hauckii;Bacil;281.00;2.60;2015-10-20;2;Балка_фоновая
Navicula transitans var. derasa;Bacil;281.00;0.42;2015-10-20;2;Балка_фоновая
Navicula directa;Bacil;140.00;0.26;2015-10-20;2;Балка_фоновая
Pseudo–nitzschia delicatissima;Bacil;4211.00;0.42;2015-10-20;2;Балка_фоновая
Pseudo–nitzschia multistriata;Bacil;44351.00;61.07;2015-10-20;2;Балка_фоновая
Pleurosigma formosum;Bacil;1825.00;109.47;2015-10-20;2;Балка_фоновая
Dactyliosolen fragilissimus;Bacil;32000.00;453.09;2015-10-20;2;Балка_фоновая
Rhizosolenia setigera;Bacil;65123.00;3186.92;2015-10-20;2;Балка_фоновая
Skeletonema sp.;Bacil;364351.00;209.87;2015-10-20;2;Балка_фоновая
Thalassionema frauenfeldii;Bacil;7579.00;77.10;2015-10-20;2;Балка_фоновая
Thalassionema nitzschioides;Bacil;13895.00;61.78;2015-10-20;2;Балка_фоновая
Thalassiosira sp. (d=32);Bacil;8702.00;69.95;2015-10-20;2;Балка_фоновая
Gyrodinium fusiforme;Dino;140.00;3.76;2015-10-20;2;Балка_фоновая
Gyrodinium spirale;Dino;421.00;46.68;2015-10-20;2;Балка_фоновая
Oblea rotundata;Dino;5193.00;24.53;2015-10-20;2;Балка_фоновая
Protoperidinium bipes;Dino;140.00;0.36;2015-10-20;2;Балка_фоновая
Protoperidinium pellucidum;Dino;140.00;1.26;2015-10-20;2;Балка_фоновая
Prorocentrum micans;Dino;1123.00;13.25;2015-10-20;2;Балка_фоновая
Prorocentrum minimum;Dino;1123.00;1.47;2015-10-20;2;Балка_фоновая
Scrippsiella trochoidea;Dino;281.00;1.68;2015-10-20;2;Балка_фоновая
Pyrophacus horologium;Dino;140.00;15.62;2015-10-20;2;Балка_фоновая
Dictyocha fibula;Chry;1123.00;107.28;2015-10-20;5;Балка_фоновая
Chaetoceros decipiens;Bacil;561.00;4.78;2015-10-20;5;Балка_фоновая
Chaetoceros didymus;Bacil;842.00;1.43;2015-10-20;5;Балка_фоновая
Coscinodiscus sp.;Bacil;5614.00;701.75;2015-10-20;5;Балка_фоновая
Ceratoneis closterium;Bacil;8982.00;4.95;2015-10-20;5;Балка_фоновая
Ditylum brightwellii;Bacil;5053.00;239.98;2015-10-20;5;Балка_фоновая
Navicula transitans var. derasa;Bacil;140.00;0.21;2015-10-20;5;Балка_фоновая
Pseudo–nitzschia delicatissima;Bacil;2526.00;0.25;2015-10-20;5;Балка_фоновая
Pseudo–nitzschia multistriata;Bacil;15158.00;20.87;2015-10-20;5;Балка_фоновая
Pleurosigma formosum;Bacil;842.00;50.53;2015-10-20;5;Балка_фоновая
Dactyliosolen fragilissimus;Bacil;70737.00;1001.56;2015-10-20;5;Балка_фоновая
Rhizosolenia setigera;Bacil;38737.00;1895.67;2015-10-20;5;Балка_фоновая
Skeletonema sp.;Bacil;92070.00;53.03;2015-10-20;5;Балка_фоновая
Thalassionema frauenfeldii;Bacil;4772.00;48.55;2015-10-20;5;Балка_фоновая
Thalassionema nitzschioides;Bacil;95439.00;424.32;2015-10-20;5;Балка_фоновая
Thalassiosira sp. (d=32);Bacil;10105.00;81.23;2015-10-20;5;Балка_фоновая
Gyrodinium spirale;Dino;140.00;15.56;2015-10-20;5;Балка_фоновая
Oblea rotundata;Dino;2386.00;11.27;2015-10-20;5;Балка_фоновая
Protoperidinium thorianum;Dino;140.00;8.81;2015-10-20;5;Балка_фоновая
Prorocentrum micans;Dino;702.00;8.28;2015-10-20;5;Балка_фоновая
Scrippsiella trochoidea;Dino;281.00;1.68;2015-10-20;5;Балка_фоновая
Dictyocha fibula;Chry;140.00;13.41;2015-11-03;0;Балка_фоновая
Amphiprora sp.;Bacil;140.00;0.88;2015-11-03;0;Балка_фоновая
Asterionellopsis glacialis;Bacil;281.00;0.83;2015-11-03;0;Балка_фоновая
Chaetoceros didymus;Bacil;982.00;1.67;2015-11-03;0;Балка_фоновая
Cocconeis scutellum;Bacil;561.00;0.73;2015-11-03;0;Балка_фоновая
Coscinodiscus sp.;Bacil;140.00;17.54;2015-11-03;0;Балка_фоновая
Ditylum brightwellii;Bacil;421.00;20.00;2015-11-03;0;Балка_фоновая
Grammatophora marina;Bacil;281.00;3.07;2015-11-03;0;Балка_фоновая
Licmophora abbreviata;Bacil;281.00;0.17;2015-11-03;0;Балка_фоновая
Pseudo–nitzschia delicatissima;Bacil;3930.00;0.39;2015-11-03;0;Балка_фоновая
Pseudo–nitzschia pungens;Bacil;281.00;4.21;2015-11-03;0;Балка_фоновая
Dactyliosolen fragilissimus;Bacil;10947.00;155.00;2015-11-03;0;Балка_фоновая
Rhizosolenia setigera;Bacil;4632.00;226.66;2015-11-03;0;Балка_фоновая
Skeletonema sp.;Bacil;43789.00;25.22;2015-11-03;0;Балка_фоновая
Thalassionema frauenfeldii;Bacil;1965.00;19.99;2015-11-03;0;Балка_фоновая
Thalassionema nitzschioides;Bacil;40982.00;182.21;2015-11-03;0;Балка_фоновая
Thalassiosira sp. (d=32);Bacil;1965.00;15.79;2015-11-03;0;Балка_фоновая
Gyrodinium fusiforme;Dino;140.00;3.76;2015-11-03;0;Балка_фоновая
Gyrodinium spirale;Dino;140.00;15.56;2015-11-03;0;Балка_фоновая
Oxytoxum sceptrum;Dino;140.00;0.05;2015-11-03;0;Балка_фоновая
Protoperidinium bipes;Dino;140.00;0.36;2015-11-03;0;Балка_фоновая
Protoperidinium divergens;Dino;140.00;76.74;2015-11-03;0;Балка_фоновая
Protoperidinium minutum;Dino;140.00;2.31;2015-11-03;0;Балка_фоновая
Prorocentrum micans;Dino;702.00;8.28;2015-11-03;0;Балка_фоновая
Scrippsiella trochoidea;Dino;281.00;1.68;2015-11-03;0;Балка_фоновая
Cocconeis scutellum;Bacil;1263.00;1.64;2015-11-17;0;Балка_фоновая
Coscinodiscus sp.;Bacil;421.00;52.63;2015-11-17;0;Балка_фоновая
Grammatophora marina;Bacil;702.00;7.67;2015-11-17;0;Балка_фоновая
Licmophora abbreviata;Bacil;7018.00;4.21;2015-11-17;0;Балка_фоновая
Navicula transitans var. derasa;Bacil;281.00;0.42;2015-11-17;0;Балка_фоновая
Navicula sp.;Bacil;1404.00;2.63;2015-11-17;0;Балка_фоновая
Odontella aurita;Bacil;140.00;3.44;2015-11-17;0;Балка_фоновая
Dactyliosolen fragilissimus;Bacil;281.00;3.97;2015-11-17;0;Балка_фоновая
Skeletonema sp.;Bacil;199860.00;115.12;2015-11-17;0;Балка_фоновая
Thalassionema frauenfeldii;Bacil;702.00;7.14;2015-11-17;0;Балка_фоновая
Thalassionema nitzschioides;Bacil;561.00;2.50;2015-11-17;0;Балка_фоновая
Thalassiosira sp. (d=32);Bacil;2667.00;21.44;2015-11-17;0;Балка_фоновая
Dinophysis acuminata;Dino;140.00;5.18;2015-11-17;0;Балка_фоновая
Oblea rotundata;Dino;281.00;1.33;2015-11-17;0;Балка_фоновая
Cocconeis scutellum;Bacil;281.00;0.37;2015-12-01;0;Балка_фоновая
Licmophora abbreviata;Bacil;561.00;0.34;2015-12-01;0;Балка_фоновая
Navicula directa;Bacil;561.00;1.05;2015-12-01;0;Балка_фоновая
Navicula sp.;Bacil;1965.00;3.68;2015-12-01;0;Балка_фоновая
Odontella aurita;Bacil;281.00;6.89;2015-12-01;0;Балка_фоновая
Thalassiosira sp. (d=32);Bacil;140.00;1.13;2015-12-01;0;Балка_фоновая
Protoperidinium pellucidum;Dino;140.00;1.26;2015-12-01;0;Балка_фоновая
Chaetoceros contortus;Bacil;632.00;1.55;2013-03-26;0;Водозабор
Chaetoceros convolutus;Bacil;632.00;4.31;2013-03-26;0;Водозабор
Chaetoceros debilis;Bacil;8526.00;9.29;2013-03-26;0;Водозабор
Chaetoceros decipiens;Bacil;1421.00;12.11;2013-03-26;0;Водозабор
Chaetoceros didymus;Bacil;947.00;1.61;2013-03-26;0;Водозабор
Cocconeis scutellum;Bacil;316.00;0.41;2013-03-26;0;Водозабор
Ceratoneis closterium;Bacil;158.00;0.09;2013-03-26;0;Водозабор
Fragilaria crotonensis;Bacil;632.00;0.18;2013-03-26;0;Водозабор
Licmophora abbreviata;Bacil;6632.00;3.98;2013-03-26;0;Водозабор
Navicula transitans var. derasa;Bacil;789.00;1.19;2013-03-26;0;Водозабор
Melosira moniliformis;Bacil;316.00;4.49;2013-03-26;0;Водозабор
Navicula directa;Bacil;1421.00;2.66;2013-03-26;0;Водозабор
Navicula sp.;Bacil;316.00;0.59;2013-03-26;0;Водозабор
Pseudo–nitzschia delicatissima;Bacil;158.00;0.02;2013-03-26;0;Водозабор
Guinardia delicatula;Bacil;1105.00;2.94;2013-03-26;0;Водозабор
Skeletonema sp.;Bacil;316.00;0.18;2013-03-26;0;Водозабор
Thalassionema frauenfeldii;Bacil;474.00;4.82;2013-03-26;0;Водозабор
Thalassiosira nordenskioeldii;Bacil;75158.00;3185.94;2013-03-26;0;Водозабор
Cryptomonas sp.;Cryp;632.00;0.14;2013-03-26;0;Водозабор
Gymnodinium simplex;Dino;16737.00;4.72;2013-03-26;0;Водозабор
Gyrodinium spirale;Dino;158.00;17.50;2013-03-26;0;Водозабор
Oxytoxum sceptrum;Dino;474.00;0.15;2013-03-26;0;Водозабор
Chrysochromulina sp.;Chry;16737.00;11.70;2013-03-26;0;Водозабор
Eutreptia lanowii;Eugle;158.00;0.16;2013-03-26;0;Водозабор
Small flagellata;Small flagellata;2368.00;0.10;2013-03-26;0;Водозабор
Coscinodiscus sp.;Bacil;158.00;19.74;2014-07-15;0;Водозабор
Thalassionema frauenfeldii;Bacil;2368.00;24.09;2014-07-15;0;Водозабор
Gymnodinium blax;Dino;632.00;0.36;2014-07-15;0;Водозабор
Heterocapsa triquetra;Dino;316.00;1.18;2014-07-15;0;Водозабор
Oblea rotundata;Dino;316.00;1.49;2014-07-15;0;Водозабор
Protoperidinium conicum;Dino;316.00;38.61;2014-07-15;0;Водозабор
Protoperidinium minutum;Dino;1105.00;18.15;2014-07-15;0;Водозабор
Protoperidinium pellucidum;Dino;789.00;7.10;2014-07-15;0;Водозабор
Prorocentrum minimum;Dino;3316.00;4.34;2014-07-15;0;Водозабор
Prorocentrum triestinum;Dino;1579.00;2.17;2014-07-15;0;Водозабор
Scrippsiella trochoidea;Dino;316.00;1.89;2014-07-15;0;Водозабор
Cocconeis scutellum;Bacil;105.00;0.14;2014-07-15;2;Водозабор
Coscinodiscus sp.;Bacil;211.00;26.32;2014-07-15;2;Водозабор
Licmophora abbreviata;Bacil;105.00;0.06;2014-07-15;2;Водозабор
Nitzschia sp.;Bacil;105.00;0.06;2014-07-15;2;Водозабор
Thalassionema frauenfeldii;Bacil;1895.00;19.28;2014-07-15;2;Водозабор
Heterocapsa triquetra;Dino;421.00;1.57;2014-07-15;2;Водозабор
Oblea rotundata;Dino;211.00;0.99;2014-07-15;2;Водозабор
Protoperidinium divergens;Dino;105.00;0.69;2014-07-15;2;Водозабор
Protoperidinium conicum;Dino;211.00;25.74;2014-07-15;2;Водозабор
Protoperidinium minutum;Dino;105.00;1.73;2014-07-15;2;Водозабор
Protoperidinium pellucidum;Dino;421.00;3.79;2014-07-15;2;Водозабор
Prorocentrum minimum;Dino;1158.00;1.52;2014-07-15;2;Водозабор
Prorocentrum triestinum;Dino;842.00;1.16;2014-07-15;2;Водозабор
Scrippsiella trochoidea;Dino;316.00;1.89;2014-07-15;2;Водозабор
Small flagellata;Small flagellata;632.00;0.03;2014-07-15;2;Водозабор
Dictyocha fibula;Chry;158.00;15.09;2014-07-15;5;Водозабор
Coscinodiscus sp.;Bacil;158.00;19.74;2014-07-15;5;Водозабор
Rhizosolenia setigera;Bacil;158.00;7.73;2014-07-15;5;Водозабор
Thalassionema frauenfeldii;Bacil;1263.00;12.85;2014-07-15;5;Водозабор
Dinophysis acuminata;Dino;158.00;5.83;2014-07-15;5;Водозабор
Oblea rotundata;Dino;158.00;0.75;2014-07-15;5;Водозабор
Protoperidinium conicum;Dino;316.00;38.61;2014-07-15;5;Водозабор
Protoperidinium pellucidum;Dino;158.00;1.42;2014-07-15;5;Водозабор
Prorocentrum minimum;Dino;947.00;1.24;2014-07-15;5;Водозабор
Small flagellata;Small flagellata;2053.00;0.08;2014-07-15;5;Водозабор
Ebria tripartita;Chry;1105.00;15.62;2014-07-29;0;Водозабор
Coscinodiscus sp.;Bacil;1737.00;217.11;2014-07-29;0;Водозабор
Ditylum brightwellii;Bacil;632.00;30.00;2014-07-29;0;Водозабор
Grammatophora marina;Bacil;316.00;3.45;2014-07-29;0;Водозабор
Licmophora abbreviata;Bacil;158.00;0.10;2014-07-29;0;Водозабор
Rhizosolenia setigera;Bacil;158.00;7.73;2014-07-29;0;Водозабор
Skeletonema sp.;Bacil;947.00;0.55;2014-07-29;0;Водозабор
Thalassionema frauenfeldii;Bacil;474.00;4.82;2014-07-29;0;Водозабор
Dinophysis acuminata;Dino;1579.00;58.30;2014-07-29;0;Водозабор
Amylax triacantha;Dino;158.00;2.95;2014-07-29;0;Водозабор
Oblea rotundata;Dino;474.00;2.24;2014-07-29;0;Водозабор
Protoperidinium bipes;Dino;3316.00;8.60;2014-07-29;0;Водозабор
Protoperidinium conicum;Dino;474.00;57.91;2014-07-29;0;Водозабор
Protoperidinium pallidum;Dino;158.00;19.70;2014-07-29;0;Водозабор
Protoperidinium pellucidum;Dino;947.00;8.52;2014-07-29;0;Водозабор
Protoperidinium pyriforme;Dino;316.00;11.84;2014-07-29;0;Водозабор
Prorocentrum micans;Dino;11211.00;132.28;2014-07-29;0;Водозабор
Prorocentrum minimum;Dino;2526.00;3.31;2014-07-29;0;Водозабор
Prorocentrum triestinum;Dino;13737.00;18.92;2014-07-29;0;Водозабор
Scrippsiella trochoidea;Dino;632.00;3.78;2014-07-29;0;Водозабор
Ebria tripartita;Chry;947.00;13.39;2014-07-29;2;Водозабор
Coscinodiscus sp.;Bacil;789.00;98.68;2014-07-29;2;Водозабор
Ditylum brightwellii;Bacil;632.00;30.00;2014-07-29;2;Водозабор
Skeletonema sp.;Bacil;632.00;0.36;2014-07-29;2;Водозабор
Thalassionema frauenfeldii;Bacil;316.00;3.21;2014-07-29;2;Водозабор
